id,age,birthdate,gender,name,occupation,portrait_path,phrases,status
1107,,,Male,Weird Al Yankovic,Parody singer,/character/1107.webp,[],Alive
1108,,,Male,Charles Darwin,Scientist,/character/1108.webp,[],Deceased
1109,,,Female,Unnamed Female with Brown Haired and blue sticker,Unknown,/character/1109.webp,[],Alive
1110,,,Unknown,Joey Kramer,Unknown,/character/1110.webp,[],Unknown
1111,18,1956-12-14,Female,Debbie Pinson,Former student,/character/1111.webp,[],Alive
1112,,,Female,Lisa's Classmate 2’s Grandmother,School,/character/1112.webp,[],Deceased
1113,,,Female,Faith Crowley,Patriotism Editor of Reading Digest magazine,/character/1113.webp,[],Unknown
1114,,,Male,Chris,Unknown,/character/1114.webp,[],Alive
1115,,,Female,Gwen,Waitress,/character/1115.webp,[],Unknown
1116,,,Unknown,Worker,Unknown,/character/1116.webp,[],Fictional
1117,,,Female,Kyle's Sister,Student at Springfield Elementary School,/character/1117.webp,[],Alive
1118,,,Male,Sir Widebottom,Clown,/character/1118.webp,[],Alive
1119,,,Male,Angry Dad,Unknown,/character/1119.webp,[],Fictional
1120,,,Female,Yuma Simpson,Housewife,/character/1120.webp,['Abe! Suppers on!'],Deceased
1121,,,Male,Andy (Bart vs. Australia),Prime Minister of Australia,/character/1121.webp,[],Alive
1122,,,Male,Black Kid With Bowl Cut,Student at Springfield Elementary,/character/1122.webp,[],Alive
1123,,,Male,Luigi (Nintendo),Game Character/Plumber,/character/1123.webp,[],Fictional
1124,,,Female,Female with Brown hair and Pink Hat,Cheery Red Tomatoes,/character/1124.webp,[],Alive
1125,,,Female,Rachel Krustofsky,Unknown,/character/1125.webp,[],Deceased
1126,,,Female,Female Teacher,Formerly Teacher at Springfield Elementary School,/character/1126.webp,[],Alive
1127,,,Male,Nick Fury,Leader of The Dependables,/character/1127.webp,[],Alive
1128,,,Male,Brendan Beiderbecke,Jazz pianist,/character/1128.webp,[],Alive
1129,,,Male,Morgan (3rd Grader),Student at Springfield Elementary,/character/1129.webp,[],Alive
1130,,,Female,Eloise,Homeless,/character/1130.webp,[],Alive
1131,,,Unknown,Rodan,Unknown,/character/1131.webp,[],Alive
1132,,,Male,Leaky Pants,ClownEmployee Restaurant,/character/1132.webp,[],Alive
1133,,,Male,Gulliver Dark,Sapphire Lounge singerBackup singer for Tito Puente's Latin-American jazz band,/character/1133.webp,[],Alive
1134,,,Male,Yutaka Nakamura,Great salaryman,/character/1134.webp,[],Alive
1135,,,Unknown,AMC Gremlin,Unknown,/character/1135.webp,[],Unknown
1136,,,Male,Colonel Leslie Hapablap,Colonel of the U. S. Air Force,/character/1136.webp,[],Alive
1137,,,Male,Leonard Nimoy,"Actor, film director, poet, photographer, singer, songwriter",/character/1137.webp,[],Deceased
1138,,,Male,Skippy Simpson,Student,/character/1138.webp,"['Mom, dont make us go to Dads!']",Alive
1139,,,Male,Smitty,SPNPP employee,/character/1139.webp,['Smitty! Safen up'],Alive
1140,,,Male,Sauna User 1 (couch gag),Unknown,/character/1140.webp,[],Alive
1141,,,Male,Spike Lee,"Actor, writer, producer",/character/1141.webp,[],Alive
1142,,,Female,Strawberry,Unknown,/character/1142.webp,[],Alive
1143,,,Female,Female Unnamed with brown hair and white science coat,Springfield Nuclear Power Plant,/character/1143.webp,[],Alive
1144,,,Male,Thelonious,Student at West Springfield Elementary School,/character/1144.webp,['You cant sacrifice grades for romance.'],Alive
1145,,,Male,Hollis Hurlbut,Head of the Springfield Historical Society,/character/1145.webp,[],Alive
1146,,,Female,Abbey,Unknown,/character/1146.webp,['Mmm... bacon...'],Alive
1147,,,Female,Ms. Barr,Springfield Elementary School Physical Education Teacher,/character/1147.webp,[],Alive
1148,,,Male,Larry Burns,Currently: UnemployedFormerly: SalesmanEmployee at the Springfield Nuclear Power Plant,/character/1148.webp,[],Alive
1149,,,Male,Billy (actor),Actor,/character/1149.webp,"['Mr. McClure, what does DNA stand for?']",Alive
1150,,,Male,Mr. Jones,Unknown,/character/1150.webp,['Thats for telling me how to raise my lousy kid!'],Alive
1151,,,Male,Colin,Student,/character/1151.webp,[],Alive
1152,,,Female,Adriatica VelJohnson,Political commentator,/character/1152.webp,[],Alive
1153,,,Male,Candy Store Bandit,Criminal,/character/1153.webp,[],Alive
1154,,,Male,Michael Jackson,Singer,/character/1154.webp,[],Deceased
1155,,,Female,Buck-toothed girl,Student,/character/1155.webp,[],Alive
1156,,,Unknown,Multi-eyed squirrel,Unknown,/character/1156.webp,[],Deceased
1157,,,Male,Tom Wolfe (character),Writer,/character/1157.webp,[],Deceased
1158,,,Male,Penn Jillette,Illusionist,/character/1158.webp,[],Alive
1159,,,Male,David Letterman,Talk Show Host,/character/1159.webp,[],Unknown
1160,,,Female,Dr. Simpson,Chief of Complicated Surgery at the Imbasic Care Clinic,/character/1160.webp,[],Alive
1161,,,Female,Female brown hair with a diamond and light blue dress,Bank CEO,/character/1161.webp,[],Alive
1162,,,Male,Patches,Sympathy Orphan,/character/1162.webp,[],Alive
1163,,,Male,Devil Flanders,Prince of Darkness (Devil),/character/1163.webp,['Its always the one you least suspect!'],Alive
1164,,,Male,Count Dracula,Republican Party,/character/1164.webp,[],Alive
1165,,,Female,Dia-Betty,Obese,/character/1165.webp,[],Alive
1166,,,Male,Anthony Hopkins,Actor,/character/1166.webp,[],Alive
1167,,,Male,Just Stamp the Ticket Man,Springfield Nuclear Power Plant employeeNaval Recruiter,/character/1167.webp,[],Alive
1168,,,Male,Gus Huebner,Student at Springfield Elementary School,/character/1168.webp,[],Alive
1169,,,Male,Mad Scientist (couch gag),Scientist,/character/1169.webp,[],Unknown
1170,,,Male,Arnie Pye,Channel 6 helicopter reporter,/character/1170.webp,[],Alive
1171,,,Female,Cora,Waiter,/character/1171.webp,['What?'],Alive
1172,,,Female,Frink's Mother,Scientist,/character/1172.webp,[],Alive
1173,,,Female,Female Unnamed with blonde and green dress,Housewife and Guard at Montgomery Burns State Prison,/character/1173.webp,[],Alive
1174,,,Male,Kitenge,President of TanzaniaFormer tour guide,/character/1174.webp,[],Alive
1175,,,Male,Buck-toothed boy,Student,/character/1175.webp,['(Referring to Nelsons birthday party) Is that legal?'],Alive
1176,,,Unknown,Taquito,Unknown,/character/1176.webp,[],Alive
1177,,,Female,Mother: Great Grandma Mona,Unknown,/character/1177.webp,[],Deceased
1178,,,Unknown,Busman,Unknown,/character/1178.webp,[],Unknown
1179,,,Female,Julia Roberts,Actress,/character/1179.webp,[],Alive
1180,,,Unknown,R2-D2,Droid/Robot,/character/1180.webp,[],Alive
1181,,,Male,Boy with shades,Student,/character/1181.webp,[],Alive
1182,,,Male,Hedonismbot,Robot,/character/1182.webp,[],Alive
